"testId","testDate","age","personality","testScore","satisfactionScore"
6983,2024-07-22,57,"Introvert",75.4,8.9
6984,2024-07-23,22,"Extrovert",68.1,9.6
6985,2024-07-23,45,"Extrovert",49.6,9.6
6986,2024-07-23,43,"Introvert",59.1,8
6987,2024-07-23,60,"Introvert",67.4,7.5
6988,2024-07-23,53,"Extrovert",87.8,10
6989,2024-07-23,48,"Introvert",53.1,7.1
6990,2024-07-23,16,"Introvert",70.6,8
6991,2024-07-23,24,"Extrovert",58.2,9
6992,2024-07-23,53,"Extrovert",60.4,9.1
6993,2024-07-23,59,"Extrovert",57.8,9.6
6994,2024-07-23,16,"Introvert",78.1,8.3
6995,2024-07-23,32,"Introvert",80,8.9
6996,2024-07-23,17,"Extrovert",51.3,9.2
6997,2024-07-23,53,"Extrovert",58.1,10
6998,2024-07-23,37,"Introvert",63.7,7.7
6999,2024-07-23,30,"Introvert",69.6,8
7000,2024-07-23,48,"Introvert",56.1,6.6
7001,2024-07-23,17,"Extrovert",61.8,9.7
7002,2024-07-23,16,"Introvert",67.1,9.1
7003,2024-07-23,24,"Extrovert",55.6,9.5
7004,2024-07-23,43,"Introvert",69.5,7.5
7005,2024-07-23,34,"Introvert",66.7,7.2
7006,2024-07-23,58,"Extrovert",55.8,9.7
7007,2024-07-23,23,"Introvert",80.5,8.2
7008,2024-07-23,34,"Introvert",66.5,6.9
7009,2024-07-23,27,"Introvert",82.7,8.1
7010,2024-07-23,17,"Introvert",63.9,7.2
7011,2024-07-23,44,"Introvert",82.3,8.3
7012,2024-07-23,60,"Introvert",66.8,8.2
7013,2024-07-23,59,"Extrovert",69.1,10
7014,2024-07-23,55,"Introvert",76,8.1
7015,2024-07-23,56,"Introvert",52,7.1
7016,2024-07-23,56,"Extrovert",69.2,9.1
7017,2024-07-23,28,"Introvert",47.8,7.8
7018,2024-07-23,53,"Introvert",75.2,7.1
7019,2024-07-23,28,"Extrovert",95.1,10
7020,2024-07-24,21,"Extrovert",86.6,9.7
7021,2024-07-24,51,"Introvert",59.1,7.9
7022,2024-07-24,42,"Introvert",83.8,8
7023,2024-07-24,27,"Extrovert",75.8,10
7024,2024-07-24,26,"Extrovert",51.5,10
7025,2024-07-24,47,"Introvert",65.3,7.5
7026,2024-07-24,51,"Extrovert",71.8,10
7027,2024-07-24,30,"Introvert",69.9,7.7
7028,2024-07-24,44,"Introvert",74.3,7.7
7029,2024-07-24,56,"Introvert",79.3,7.8
7030,2024-07-24,23,"Introvert",62.9,7.5
7031,2024-07-24,43,"Extrovert",60.9,10
7032,2024-07-24,18,"Extrovert",86.8,10
7033,2024-07-24,45,"Extrovert",81.3,9.6
7034,2024-07-24,19,"Extrovert",71.6,9.9
7035,2024-07-24,33,"Introvert",57.9,7.5
7036,2024-07-24,54,"Extrovert",82.5,9.9
7037,2024-07-24,28,"Introvert",71.7,7.7
7038,2024-07-24,16,"Introvert",79,7.8
7039,2024-07-24,16,"Extrovert",59.5,10
7040,2024-07-24,29,"Introvert",56.5,7.5
7041,2024-07-24,16,"Introvert",73.4,7.8
7042,2024-07-24,60,"Introvert",38.7,6.9
7043,2024-07-24,18,"Introvert",89.6,9
7044,2024-07-24,43,"Introvert",78.4,8
7045,2024-07-24,29,"Introvert",74,8.1
7046,2024-07-24,24,"Extrovert",54,9.9
7047,2024-07-24,42,"Introvert",81.4,7.5
7048,2024-07-24,45,"Introvert",60.2,8.4
7049,2024-07-24,60,"Extrovert",66.6,9.5
7050,2024-07-24,49,"Extrovert",84.1,10
7051,2024-07-24,17,"Introvert",67.2,7.5
7052,2024-07-24,57,"Extrovert",61.5,10
7053,2024-07-24,29,"Extrovert",84.1,10
7054,2024-07-24,46,"Extrovert",59.7,9.9
7055,2024-07-24,41,"Introvert",63.2,8.6
7056,2024-07-25,32,"Extrovert",55.1,9.3
7057,2024-07-25,35,"Introvert",92,9.2
7058,2024-07-25,34,"Extrovert",47.8,8.9
7059,2024-07-25,42,"Extrovert",77.1,9.3
7060,2024-07-25,43,"Extrovert",70.6,10
7061,2024-07-25,38,"Introvert",78.5,8.3
7062,2024-07-25,58,"Introvert",83.6,9.6
7063,2024-07-25,16,"Introvert",73.2,9.2
7064,2024-07-25,40,"Introvert",79.5,9.5
7065,2024-07-25,21,"Introvert",85.3,8.9
7066,2024-07-25,30,"Introvert",81.9,8.8
7067,2024-07-25,28,"Extrovert",85.5,10
7068,2024-07-25,27,"Introvert",93.6,9.8
7069,2024-07-25,49,"Extrovert",71.2,10
7070,2024-07-25,44,"Extrovert",84.7,10
7071,2024-07-25,50,"Introvert",69.2,8.7
7072,2024-07-25,18,"Introvert",78.6,8.7
7073,2024-07-25,35,"Introvert",61.9,8.2
7074,2024-07-25,17,"Introvert",86,9.4
7075,2024-07-25,59,"Introvert",70.9,8.5
7076,2024-07-25,40,"Introvert",51.2,7.7
7077,2024-07-25,60,"Extrovert",79.3,10
7078,2024-07-25,18,"Extrovert",48.6,9.5
7079,2024-07-25,49,"Extrovert",70.1,9.6
7080,2024-07-25,27,"Introvert",56.9,9
7081,2024-07-25,20,"Extrovert",72.6,9.8
7082,2024-07-25,55,"Introvert",52.8,8.2
7083,2024-07-25,49,"Extrovert",94.6,9.9
7084,2024-07-25,32,"Extrovert",75.6,9.7
7085,2024-07-25,56,"Introvert",63.2,8.3
7086,2024-07-25,37,"Introvert",68.5,8.1
7087,2024-07-25,23,"Extrovert",75.8,9.6
7088,2024-07-25,31,"Extrovert",59.1,9.2
7089,2024-07-26,46,"Introvert",65.6,7.8
7090,2024-07-26,53,"Introvert",100,7.7
7091,2024-07-26,53,"Introvert",71,7.7
7092,2024-07-26,42,"Introvert",54.4,7.8
7093,2024-07-26,55,"Introvert",57.9,7.1
7094,2024-07-26,27,"Introvert",84.3,8.2
7095,2024-07-26,35,"Extrovert",70.7,9.7
7096,2024-07-26,32,"Extrovert",76,10
7097,2024-07-26,45,"Extrovert",73.5,10
7098,2024-07-26,27,"Introvert",75.8,7.3
7099,2024-07-26,32,"Extrovert",67.2,9.6
7100,2024-07-26,59,"Extrovert",49.8,9.4
7101,2024-07-26,46,"Extrovert",94,10
7102,2024-07-26,59,"Introvert",67.9,6.9
7103,2024-07-26,54,"Extrovert",66.1,10
7104,2024-07-26,29,"Introvert",70.4,7.9
7105,2024-07-26,56,"Introvert",80.6,8.5
7106,2024-07-26,30,"Introvert",71.2,7.7
7107,2024-07-26,16,"Introvert",93.5,8.4
7108,2024-07-26,20,"Extrovert",77.4,10
7109,2024-07-26,29,"Introvert",74.6,7.6
7110,2024-07-26,39,"Extrovert",66.5,10
7111,2024-07-26,53,"Introvert",78.5,7.7
7112,2024-07-26,39,"Introvert",60.4,7.8
7113,2024-07-26,34,"Introvert",79.4,7.4
7114,2024-07-26,39,"Extrovert",87,10
7115,2024-07-26,48,"Extrovert",75.6,10
7116,2024-07-26,60,"Introvert",72.3,8.3
7117,2024-07-26,24,"Introvert",78.2,7.6
7118,2024-07-26,30,"Introvert",86.1,8
7119,2024-07-26,51,"Extrovert",64.7,9.6
7120,2024-07-26,58,"Introvert",90.5,8.2
7121,2024-07-26,42,"Introvert",60.5,7.7
7122,2024-07-26,36,"Introvert",84,7.7
7123,2024-07-26,45,"Introvert",73.3,8
7124,2024-07-26,31,"Introvert",76.2,8.3
7125,2024-07-26,47,"Introvert",71.6,6.8
7126,2024-07-27,23,"Introvert",45.8,8.6
7127,2024-07-27,39,"Extrovert",84.7,9.9
7128,2024-07-27,37,"Introvert",57.3,8.9
7129,2024-07-27,45,"Extrovert",73.8,9.6
7130,2024-07-27,50,"Introvert",66.2,8.4
7131,2024-07-27,53,"Extrovert",47.9,9.1
7132,2024-07-27,38,"Extrovert",63.6,10
7133,2024-07-27,33,"Extrovert",75.3,9.6
7134,2024-07-27,32,"Introvert",67.3,8.9
7135,2024-07-27,43,"Introvert",97.6,9.1
7136,2024-07-27,36,"Introvert",64.6,8.3
7137,2024-07-27,33,"Introvert",82.9,8.5
7138,2024-07-27,51,"Introvert",78.6,9.8
7139,2024-07-27,29,"Extrovert",73.8,9.6
7140,2024-07-27,21,"Introvert",66.3,8.8
7141,2024-07-27,34,"Extrovert",79.8,9.4
7142,2024-07-27,33,"Extrovert",65.7,10
7143,2024-07-27,56,"Introvert",71.2,9.1
7144,2024-07-27,19,"Extrovert",61.6,9.2
7145,2024-07-27,45,"Introvert",79,8.8
7146,2024-07-27,16,"Introvert",77,8.3
7147,2024-07-27,47,"Introvert",65.3,9
7148,2024-07-27,37,"Extrovert",56.3,9.5
7149,2024-07-27,39,"Introvert",74.1,7.7
7150,2024-07-27,44,"Introvert",49.1,8.2
7151,2024-07-27,41,"Introvert",82.3,8.8
7152,2024-07-27,39,"Introvert",70,9.5
7153,2024-07-27,53,"Introvert",43.6,8.1
7154,2024-07-27,26,"Introvert",55.4,8.7
7155,2024-07-27,44,"Extrovert",58.5,9.6
7156,2024-07-27,32,"Introvert",68.7,8.2
7157,2024-07-28,35,"Introvert",55.6,9.9
7158,2024-07-28,55,"Extrovert",64.8,8.8
7159,2024-07-28,46,"Introvert",62.9,9.6
7160,2024-07-28,44,"Introvert",72.9,9.4
7161,2024-07-28,28,"Extrovert",67.4,8.5
7162,2024-07-28,34,"Introvert",65.1,10
7163,2024-07-28,32,"Introvert",52.6,9
7164,2024-07-28,41,"Introvert",71.5,9.4
7165,2024-07-28,46,"Introvert",79.2,9.6
7166,2024-07-28,31,"Extrovert",100,10
7167,2024-07-28,48,"Extrovert",50.2,7.9
7168,2024-07-28,19,"Introvert",83,9.5
7169,2024-07-28,44,"Introvert",79.8,9.6
7170,2024-07-28,53,"Extrovert",64.8,9.3
7171,2024-07-28,37,"Introvert",69.9,9.1
7172,2024-07-28,60,"Introvert",65.4,9.9
7173,2024-07-28,52,"Introvert",55.2,9.3
7174,2024-07-28,39,"Introvert",79.4,9.7
7175,2024-07-28,48,"Introvert",75,10
7176,2024-07-28,33,"Introvert",69.3,8.7
7177,2024-07-28,33,"Introvert",60.5,9.4
7178,2024-07-28,53,"Introvert",72.1,8.7
7179,2024-07-28,19,"Extrovert",70.4,8.7
7180,2024-07-28,30,"Extrovert",60.1,8.1
7181,2024-07-29,36,"Extrovert",75.1,9.7
7182,2024-07-29,39,"Introvert",63.5,8.4
7183,2024-07-29,29,"Introvert",78.1,8
7184,2024-07-29,27,"Introvert",89.4,8
7185,2024-07-29,55,"Introvert",60.4,8.5
7186,2024-07-29,49,"Extrovert",56.7,9.8
7187,2024-07-29,30,"Extrovert",81.6,10
7188,2024-07-29,52,"Extrovert",49.3,9.8
7189,2024-07-29,40,"Introvert",57.8,8.3
7190,2024-07-29,59,"Extrovert",57.1,10
7191,2024-07-29,56,"Introvert",59.1,7.6
7192,2024-07-29,29,"Introvert",74.6,8.6
7193,2024-07-29,59,"Introvert",74.6,7.8
7194,2024-07-29,22,"Extrovert",59.3,9.4
7195,2024-07-29,35,"Extrovert",60,9.4
7196,2024-07-29,21,"Extrovert",68.7,10
7197,2024-07-29,57,"Extrovert",72.7,9.6
7198,2024-07-29,59,"Introvert",69.3,9
7199,2024-07-29,51,"Introvert",74.9,8.4
7200,2024-07-29,40,"Extrovert",87,9.7
7201,2024-07-29,50,"Extrovert",69.5,10
7202,2024-07-29,22,"Extrovert",75,10
7203,2024-07-29,25,"Extrovert",77,10
7204,2024-07-29,24,"Introvert",85.9,8.6
7205,2024-07-29,55,"Introvert",63.2,7.2
7206,2024-07-29,36,"Extrovert",53.2,9
7207,2024-07-29,45,"Introvert",50,7.2
7208,2024-07-29,46,"Extrovert",67.9,9.6
7209,2024-07-29,27,"Extrovert",81.1,9.9
7210,2024-07-29,45,"Introvert",66.8,7.5
7211,2024-07-29,45,"Extrovert",100,10
7212,2024-07-29,57,"Extrovert",58.2,9.3
7213,2024-07-29,16,"Introvert",76.6,8.2
7214,2024-07-29,58,"Extrovert",55.3,9.3
7215,2024-07-29,16,"Introvert",69.7,7.8
7216,2024-07-30,28,"Introvert",54.8,7.5
7217,2024-07-30,58,"Introvert",52.2,7.1
7218,2024-07-30,28,"Extrovert",77.6,10
7219,2024-07-30,25,"Extrovert",65.3,9.3
7220,2024-07-30,22,"Introvert",79.1,8.3
7221,2024-07-30,41,"Introvert",97,8.8
7222,2024-07-30,47,"Extrovert",71.4,10
7223,2024-07-30,57,"Introvert",89.9,8.6
7224,2024-07-30,35,"Extrovert",69.4,9.9
7225,2024-07-30,44,"Introvert",72.5,8.1
7226,2024-07-30,17,"Extrovert",70.6,9
7227,2024-07-30,38,"Introvert",79.1,8.2
7228,2024-07-30,18,"Introvert",64.5,8
7229,2024-07-30,20,"Extrovert",62.4,9.7
7230,2024-07-30,25,"Introvert",70.8,8.4
7231,2024-07-30,41,"Introvert",55.8,7.8
7232,2024-07-30,26,"Introvert",78.6,8.7
7233,2024-07-30,52,"Extrovert",54.8,9.4
7234,2024-07-30,25,"Introvert",72.1,8.2
7235,2024-07-30,39,"Introvert",80.7,8.7
7236,2024-07-30,32,"Introvert",85.4,8
7237,2024-07-30,41,"Introvert",84.7,8.6
7238,2024-07-30,50,"Introvert",80.2,7.8
7239,2024-07-30,48,"Introvert",81.3,7.6
7240,2024-07-30,34,"Extrovert",68,10
7241,2024-07-30,50,"Introvert",83.8,8
7242,2024-07-30,19,"Extrovert",77.4,10
7243,2024-07-30,56,"Extrovert",75.9,9.9
7244,2024-07-30,49,"Introvert",51.5,7.6
7245,2024-07-30,16,"Introvert",75.7,7.5
7246,2024-07-30,48,"Introvert",52.5,7.5
7247,2024-07-30,38,"Extrovert",75.4,10
7248,2024-07-30,25,"Introvert",60.5,7.2
7249,2024-07-30,44,"Introvert",83.5,9
7250,2024-07-30,37,"Introvert",77.1,8.2
7251,2024-07-30,24,"Extrovert",88.3,9.9
7252,2024-07-31,38,"Extrovert",72.6,8.2
7253,2024-07-31,47,"Introvert",56.1,8.4
7254,2024-07-31,32,"Introvert",71.1,9.6
7255,2024-07-31,49,"Extrovert",68.1,9.5
7256,2024-07-31,30,"Extrovert",92.6,9.7
7257,2024-07-31,46,"Extrovert",84.4,8.8
7258,2024-07-31,17,"Extrovert",65.1,9.7
7259,2024-07-31,48,"Extrovert",79.3,9.3
7260,2024-07-31,31,"Extrovert",58.8,9.1
7261,2024-07-31,36,"Extrovert",76.2,9.3
7262,2024-07-31,16,"Extrovert",79.9,9.7
7263,2024-07-31,25,"Extrovert",59,8.2
7264,2024-07-31,57,"Introvert",76,10
7265,2024-07-31,27,"Introvert",68.4,8.1
7266,2024-07-31,30,"Introvert",62,9.4
7267,2024-07-31,55,"Introvert",66.4,8.8
7268,2024-07-31,37,"Introvert",78.4,9.7
7269,2024-07-31,23,"Extrovert",61.4,10
7270,2024-07-31,60,"Introvert",49.9,8.9
7271,2024-07-31,38,"Extrovert",75.5,9.9
7272,2024-07-31,39,"Introvert",63.9,9.9
7273,2024-07-31,35,"Introvert",84.2,9
7274,2024-07-31,39,"Extrovert",58,9.3
7275,2024-07-31,21,"Extrovert",67.9,9.1
7276,2024-07-31,28,"Introvert",82.1,10
7277,2024-07-31,42,"Introvert",56.7,9
7278,2024-07-31,40,"Introvert",61.3,9
7279,2024-08-01,29,"Introvert",91.6,10
7280,2024-08-01,42,"Introvert",78.7,10
7281,2024-08-01,17,"Introvert",79.8,9.6
7282,2024-08-01,48,"Introvert",70,9
7283,2024-08-01,27,"Introvert",81.7,9.2
7284,2024-08-01,58,"Introvert",56.8,9.7
7285,2024-08-01,47,"Introvert",80,10
7286,2024-08-01,54,"Introvert",55.4,9.4
7287,2024-08-01,35,"Introvert",47.3,8.5
7288,2024-08-01,21,"Introvert",86.1,9.9
7289,2024-08-01,56,"Introvert",64.6,9.5
7290,2024-08-01,47,"Introvert",93.6,10
7291,2024-08-01,21,"Extrovert",65.5,8.2
7292,2024-08-01,56,"Introvert",76.7,9.7
7293,2024-08-01,27,"Introvert",69.1,10
7294,2024-08-01,51,"Extrovert",65.8,8.3
7295,2024-08-01,56,"Extrovert",36.9,8.6
7296,2024-08-01,51,"Extrovert",66.6,9.4
7297,2024-08-01,29,"Extrovert",86.4,9.5
7298,2024-08-01,40,"Introvert",51.4,9.2
7299,2024-08-01,36,"Extrovert",59.7,9.3
7300,2024-08-01,37,"Introvert",58.3,8.7
7301,2024-08-01,54,"Introvert",66.4,9.3
7302,2024-08-01,32,"Introvert",71.5,9.5
7303,2024-08-01,48,"Extrovert",73.3,9.1
7304,2024-08-01,24,"Introvert",63.4,9.1
7305,2024-08-02,43,"Extrovert",62.6,9
7306,2024-08-02,16,"Introvert",76.7,5.8
7307,2024-08-02,60,"Extrovert",79.4,10
7308,2024-08-02,34,"Extrovert",61.7,10
7309,2024-08-02,60,"Introvert",68.3,6.3
7310,2024-08-02,25,"Introvert",77.2,6.4
7311,2024-08-02,17,"Extrovert",64.1,9.9
7312,2024-08-02,40,"Introvert",55.4,4.7
7313,2024-08-02,53,"Introvert",71.9,5.7
7314,2024-08-02,31,"Introvert",55.9,6.3
7315,2024-08-02,18,"Introvert",77.3,6.1
7316,2024-08-02,24,"Introvert",71.4,5.4
7317,2024-08-02,39,"Extrovert",46.2,9.7
7318,2024-08-02,26,"Introvert",79.1,5.9
7319,2024-08-02,59,"Introvert",71.6,6
7320,2024-08-02,36,"Introvert",67.7,6
7321,2024-08-02,60,"Extrovert",78.2,10
7322,2024-08-02,50,"Introvert",70.3,5.6
7323,2024-08-02,47,"Introvert",69.2,6.3
7324,2024-08-02,36,"Extrovert",67.2,10
7325,2024-08-02,16,"Introvert",70.2,6.1
7326,2024-08-02,16,"Extrovert",59,9.8
7327,2024-08-02,32,"Extrovert",65.6,9.4
7328,2024-08-02,47,"Introvert",61.7,4.9
7329,2024-08-02,20,"Introvert",70.2,5.5
7330,2024-08-02,27,"Introvert",60.7,6.4
7331,2024-08-02,51,"Introvert",78.1,6.4
7332,2024-08-02,59,"Extrovert",65.3,10
7333,2024-08-02,32,"Extrovert",70.6,10
7334,2024-08-02,54,"Extrovert",70,9.6
7335,2024-08-02,33,"Extrovert",56.3,10
7336,2024-08-02,57,"Introvert",60.2,5.8
7337,2024-08-02,42,"Introvert",69.6,5.4
7338,2024-08-02,25,"Introvert",37.8,4.6
7339,2024-08-02,40,"Introvert",59,6.2
7340,2024-08-02,36,"Extrovert",49.9,9.2
7341,2024-08-02,60,"Introvert",56,6.4
7342,2024-08-02,39,"Extrovert",62.8,9.7
7343,2024-08-02,42,"Extrovert",70.9,10
7344,2024-08-02,57,"Extrovert",84.6,9
7345,2024-08-02,23,"Introvert",50.6,5.8
7346,2024-08-02,25,"Extrovert",64.1,9.4
7347,2024-08-02,59,"Introvert",67.8,5.8
7348,2024-08-02,44,"Extrovert",63.4,9.6
7349,2024-08-03,44,"Introvert",67.6,8.9
7350,2024-08-03,25,"Extrovert",50.5,9.2
7351,2024-08-03,42,"Extrovert",64.9,9.7
7352,2024-08-03,16,"Extrovert",90.2,10
7353,2024-08-03,55,"Introvert",71.8,8.4
7354,2024-08-03,46,"Introvert",93.1,9.3
7355,2024-08-03,49,"Introvert",64.3,9.2
7356,2024-08-03,53,"Extrovert",78.2,9.3
7357,2024-08-03,40,"Introvert",63.3,8.3
7358,2024-08-03,31,"Introvert",67.4,9.4
7359,2024-08-03,23,"Introvert",56.6,9
7360,2024-08-03,42,"Introvert",54.7,8.6
7361,2024-08-03,26,"Introvert",80,9.1
7362,2024-08-03,45,"Extrovert",76.4,10
7363,2024-08-03,59,"Introvert",64.7,8.6
7364,2024-08-03,47,"Introvert",73.8,8.6
7365,2024-08-03,44,"Introvert",83.3,8.8
7366,2024-08-03,36,"Introvert",77.3,9.3
7367,2024-08-03,22,"Introvert",74.8,9.4
7368,2024-08-03,33,"Extrovert",55.7,9.7
7369,2024-08-03,58,"Introvert",58.2,8.8
7370,2024-08-03,25,"Introvert",73.5,8.6
7371,2024-08-03,45,"Extrovert",63.6,9.4
7372,2024-08-03,54,"Extrovert",81.3,10
7373,2024-08-03,52,"Extrovert",84.5,9.8
7374,2024-08-03,42,"Introvert",60.1,9.2
7375,2024-08-03,30,"Introvert",80.8,9.8
7376,2024-08-03,30,"Introvert",74.8,9.3
7377,2024-08-03,54,"Extrovert",90.7,9.5
7378,2024-08-03,49,"Introvert",66.6,8.3
7379,2024-08-04,41,"Introvert",78.4,9.3
7380,2024-08-04,37,"Extrovert",83.8,10
7381,2024-08-04,49,"Introvert",70.8,9
7382,2024-08-04,18,"Introvert",85.8,9
7383,2024-08-04,49,"Extrovert",57.5,8.6
7384,2024-08-04,43,"Extrovert",57,8.5
7385,2024-08-04,36,"Extrovert",51.1,8.9
7386,2024-08-04,44,"Extrovert",70.8,9.1
7387,2024-08-04,35,"Extrovert",53.1,9.3
7388,2024-08-04,19,"Extrovert",67.5,8.6
7389,2024-08-04,37,"Introvert",60,8.4
7390,2024-08-04,59,"Introvert",82.9,9.8
7391,2024-08-04,37,"Extrovert",61.4,9.8
7392,2024-08-04,35,"Extrovert",87.6,10
7393,2024-08-04,39,"Extrovert",73,10
7394,2024-08-04,34,"Introvert",78.4,9.4
7395,2024-08-04,28,"Introvert",73.5,9
7396,2024-08-04,44,"Extrovert",73.4,8.6
7397,2024-08-04,22,"Introvert",78.9,9.9
7398,2024-08-04,35,"Extrovert",58.8,8.7
7399,2024-08-04,52,"Introvert",67.6,9.3
7400,2024-08-04,55,"Introvert",84.1,9.4
7401,2024-08-04,24,"Introvert",76.1,9.6
7402,2024-08-04,57,"Introvert",70.6,9.2
7403,2024-08-04,26,"Introvert",61.7,8.7
7404,2024-08-04,20,"Extrovert",60.2,9.3
7405,2024-08-04,38,"Introvert",68.5,9
7406,2024-08-04,49,"Extrovert",69.9,9.4
7407,2024-08-05,27,"Introvert",77,8.2
7408,2024-08-05,27,"Extrovert",86.3,10
7409,2024-08-05,59,"Introvert",73,7.1
7410,2024-08-05,21,"Introvert",75.4,8.3
7411,2024-08-05,39,"Extrovert",66.7,9.5
7412,2024-08-05,37,"Introvert",72.9,8.1
7413,2024-08-05,60,"Extrovert",61.5,9.4
7414,2024-08-05,37,"Introvert",67.9,7.8
7415,2024-08-05,37,"Introvert",70.5,7.9
7416,2024-08-05,18,"Extrovert",73.1,10
7417,2024-08-05,54,"Introvert",80.5,8
7418,2024-08-05,31,"Introvert",68,8.3
7419,2024-08-05,23,"Introvert",66.1,8.2
7420,2024-08-05,44,"Extrovert",79,10
7421,2024-08-05,28,"Introvert",91.4,8.9
7422,2024-08-05,21,"Extrovert",55,10
7423,2024-08-05,35,"Extrovert",83,9.9
7424,2024-08-05,26,"Introvert",68.1,8.1
7425,2024-08-05,36,"Introvert",47.9,7.5
7426,2024-08-05,55,"Extrovert",83.1,10
7427,2024-08-05,42,"Introvert",68.4,7.9
7428,2024-08-05,25,"Extrovert",62,10
7429,2024-08-05,40,"Extrovert",72.2,10
7430,2024-08-05,48,"Introvert",76.4,8.2
7431,2024-08-05,50,"Extrovert",65.5,9.5
7432,2024-08-05,46,"Extrovert",57.5,10
7433,2024-08-05,27,"Introvert",76.4,8.3
7434,2024-08-05,45,"Introvert",80,7.6
7435,2024-08-05,33,"Extrovert",82.4,10
7436,2024-08-05,51,"Introvert",57.1,9.1
7437,2024-08-05,40,"Introvert",86.3,8.3
7438,2024-08-05,32,"Introvert",56.5,8.2
7439,2024-08-05,52,"Introvert",67.2,8.2
7440,2024-08-05,18,"Introvert",83.2,7.8
7441,2024-08-05,28,"Extrovert",84.3,10
7442,2024-08-06,23,"Introvert",70.5,5.4
7443,2024-08-06,58,"Introvert",70.5,6
7444,2024-08-06,18,"Introvert",68.1,5.8
7445,2024-08-06,58,"Introvert",85,6.1
7446,2024-08-06,18,"Introvert",74,6.2
7447,2024-08-06,40,"Introvert",84,6.3
7448,2024-08-06,25,"Introvert",82.9,5.7
7449,2024-08-06,51,"Introvert",66.8,5.7
7450,2024-08-06,23,"Introvert",70.1,5
7451,2024-08-06,30,"Introvert",63.5,5.4
7452,2024-08-06,35,"Introvert",72.4,5.7
7453,2024-08-06,49,"Extrovert",79.4,10
7454,2024-08-06,55,"Introvert",93.3,5.9
7455,2024-08-06,27,"Introvert",57.9,4.8
7456,2024-08-06,20,"Introvert",88.5,5.7
7457,2024-08-06,48,"Introvert",83.4,5.9
7458,2024-08-06,46,"Introvert",58.6,6.1
7459,2024-08-06,33,"Introvert",58.4,4.4
7460,2024-08-06,42,"Introvert",89.9,6.2
7461,2024-08-06,56,"Extrovert",68.4,9.3
7462,2024-08-06,33,"Introvert",88.9,5.7
7463,2024-08-06,59,"Introvert",71.6,6
7464,2024-08-06,24,"Introvert",69.9,6.1
7465,2024-08-06,56,"Introvert",74.7,5.2
7466,2024-08-06,59,"Extrovert",67.4,9.1
7467,2024-08-06,19,"Introvert",73,5.9
7468,2024-08-06,16,"Extrovert",95.6,9.9
7469,2024-08-06,38,"Introvert",44,4.7
7470,2024-08-06,54,"Extrovert",53,9.5
7471,2024-08-06,58,"Introvert",81.5,6.8
7472,2024-08-06,33,"Extrovert",81.5,9.8
7473,2024-08-06,31,"Introvert",84.6,6
7474,2024-08-06,35,"Introvert",53.7,5.5
7475,2024-08-06,35,"Introvert",87.4,5.9
7476,2024-08-06,19,"Introvert",55.4,4.6
7477,2024-08-06,41,"Introvert",85.9,6.2
7478,2024-08-06,41,"Introvert",74.6,5.9
7479,2024-08-06,38,"Introvert",76.6,5.5
7480,2024-08-06,29,"Introvert",61.7,5.2
7481,2024-08-06,59,"Introvert",56.9,5.2
7482,2024-08-06,47,"Introvert",84.5,5.9
7483,2024-08-06,48,"Introvert",51.1,5.5
7484,2024-08-06,24,"Extrovert",75.4,9.5
7485,2024-08-06,38,"Introvert",62,5.8
7486,2024-08-06,53,"Introvert",67.1,6
7487,2024-08-07,55,"Introvert",76,7.9
7488,2024-08-07,59,"Introvert",59.1,9.2
7489,2024-08-07,35,"Extrovert",75.2,9.8
7490,2024-08-07,34,"Extrovert",77,10
7491,2024-08-07,18,"Extrovert",72.1,10
7492,2024-08-07,47,"Extrovert",79.4,10
7493,2024-08-07,21,"Introvert",78.5,8.4
7494,2024-08-07,17,"Extrovert",78.3,10
7495,2024-08-07,20,"Introvert",66.8,8.2
7496,2024-08-07,21,"Introvert",39.2,6.6
7497,2024-08-07,41,"Introvert",57.7,7.6
7498,2024-08-07,39,"Extrovert",58.4,9.2
7499,2024-08-07,46,"Extrovert",69.6,10
7500,2024-08-07,34,"Extrovert",69.2,10
7501,2024-08-07,58,"Introvert",49.5,8.4
7502,2024-08-07,30,"Extrovert",99.6,10
7503,2024-08-07,26,"Extrovert",77.1,9.9
7504,2024-08-07,22,"Extrovert",56.8,10
7505,2024-08-07,21,"Introvert",36.3,7.6
7506,2024-08-07,58,"Introvert",44.2,7
7507,2024-08-07,53,"Introvert",76.9,8.4
7508,2024-08-07,54,"Introvert",78.7,7.9
7509,2024-08-07,34,"Introvert",82.3,8.4
7510,2024-08-07,31,"Extrovert",70,9.5
7511,2024-08-07,35,"Introvert",80.3,8.2
7512,2024-08-07,24,"Introvert",62.1,8.8
7513,2024-08-07,18,"Introvert",71.9,8.4
7514,2024-08-07,23,"Extrovert",73.4,9.7
7515,2024-08-07,42,"Introvert",65.1,8.2
7516,2024-08-07,18,"Introvert",83.9,8.8
7517,2024-08-07,35,"Introvert",87.4,8.5
7518,2024-08-07,27,"Introvert",65.8,8.2
7519,2024-08-07,49,"Extrovert",77.3,10
7520,2024-08-07,53,"Extrovert",72.2,10
7521,2024-08-07,17,"Introvert",74.7,7.1
7522,2024-08-08,35,"Extrovert",60.7,9.9
7523,2024-08-08,45,"Introvert",42.9,8.8
7524,2024-08-08,30,"Introvert",76.8,8.6
7525,2024-08-08,35,"Extrovert",61.8,10
